comment,emotion,polarity
show! que decoração maravilhosa. Tenho tudo só não tenho o sal grosso. vou divulgar no face. gostei.,joy,positivo
Essa essência é comestível ou daquela de sabonete?,neutral,negativo
Adorei essa dica,neutral,positivo
A vela 🕯️ que nunca apaga é ótimo 🤣,fear,negativo
Gostei curto e bem.explcado,neutral,positivo
Amei 🙏 gratidão,neutral,positivo
Adorei muinto bom,neutral,positivo
O plástico da tampa feito com o copo descartável não derrete?,neutral,negativo
Que massa!!! Vc  é  baiano?! Seu sotaque parece com o de Salvador! Kkk,surprise,negativo
"Amei essas dicas, vou fazer 😀",neutral,positivo
O copo plástico não pega fogo?,neutral,negativo
Não queima a tampinha?,neutral,negativo
Achei esse vídeo por acaso. Vou fazer. Obrigada,neutral,negativo
"Eu adorei a ideia e achei lindo! Mas, fico com medo desse plástico do copo incendiar... Com certeza que é seguro?",neutral,neutro
"Eu já conhecia a muito tempo minha mãe faz até hj só é simples  ela acende  com vela no altar dela ,mais gostei da ideia posso usar  cotronela ,acho que vai dar certo tbm obg pela dica parabéns",fear,neutro
"Boa tarde, o vidro esquenta muito, isso não vai trincar?",neutral,negativo
Alguem sabe dizer quanto tempo dura o barbante?,neutral,neutro
"Muito bacana achei esse vídeo o mais fácil de todos que venho assistindo 🙋parabéns e muito sucesso. Vou fazer para colocar na minha sala, para Natal vai ficar show 🥰",anger,positivo
"Consegui fazer,, mas sai muita fumaça preta, isso é normal?",neutral,neutro
Poxa você é um gênio muito fácil de fazer rápido prático Parabéns pelo vídeo até baixei ele,anger,positivo
"Eu amei a dica,só fiquei curiosa pra saber se derrete a base do copo.",neutral,neutro
"A base do copinho de plástico onde coloca o barbante, com o tempo não queima,digo não derrete?",neutral,neutro
Amei!!!!Obrigada!!!,neutral,positivo
Obrigada fiz a minha seu super certo,neutral,positivo
"Eu posso apagar e ascender quando eu quiser, ou uma vez acesa se eu apagar eu perco o pavio?",neutral,negativo
Alguem fez?,neutral,negativo
lindo muito bacana!!vou fazer,surprise,positivo
"Parabéns, melhor receita encontrada por tanto procurar",neutral,positivo
"Vou experimentar , mais já fiz tantas coisas de canais e que não deram certo , meio duvidoso viu , desculpas mais tentarei fazer e depois falo ok ???",fear,negativo
"Amei a idéia,linda vela, muito obrigada ❤️❤️❤️",neutral,positivo
"Esse plástico do copo junto com pavio, não paega fogo?",neutral,negativo
"Com o tempo o copo plástico derrete e a vela apaga, isso quando a chama não escorrega pro lado e esquenta o vidro até trincar, fica bonitinho fazer o tutorial no video ensinando, mas não dura 2 horas.",neutral,negativo
Não tem perigo pegar fogo no óleo?,neutral,negativo
Amei! Mas fiquei com uma dúvida: o calor da chama não derrete o plástico usado para segurar o pavio?,neutral,negativo
"fiz aqui ta acesa usei uma tampinha de desodorante, o limão bóia e levanta a tampa demais, daí coloquei umas 4 pedra brita pro limão afundar, ta blz aqui ^.^",neutral,negativo
Não fica cheiro do óleo de soja? É o plástico tb não queima?,neutral,negativo
Sai uma fumaça escura muito forte do pavio enquanto queima o óleo.,fear,negativo
Vela de óleo.  Fazíamos muito nos anos 90. Tinha esquecido dessa vela.,neutral,negativo
Parabéns pela dica! Uma dúvida! Pode utilizar óleo usado?,disgust,negativo
Gostei muoto tenho uma duvida quando troco o limao e necessario colocar limao ou nao precisa,fear,neutro
"Será que vai durar muito,??",neutral,neutro
Ótima ideia parabéns 👏☺️👏,neutral,positivo
Será  q FUNCIONA  ???,neutral,negativo
Noooooosssaaaaaa que interessante... vou experimentar,joy,neutro
"SAIU A PARTE 2 DESSE VÍDEO: <a href=""https://www.youtube.com/watch?v=2Pk1aPNgmWk"">https://www.youtube.com/watch?v=2Pk1aPNgmWk</a><br><br>CORRE LÁ PARA ASSISTIR!<br><br>Pessoal, eu comprei o óleo essencial nesse site:  <a href=""https://amzn.to/3dEc2Pt"">https://amzn.to/3dEc2Pt</a>   😉😉",neutral,negativo
Nossa ameiii vou colocar no meu espaço de epilaçao,neutral,positivo
"Esse copinho ,q vc colocou o barbante não vai derreter",neutral,negativo
Site seguro. Vc conhece algum?,neutral,negativo
Onde comprar essa essencia?,neutral,negativo
Mas esse plastico di copo não vai pegar fogo?,neutral,negativo
Ameiiiiiii  imagino o cheiro que fica em casa 🏡🏠🏡🏠,neutral,neutro
O meu não da certo,disgust,negativo
"Já fiz uma vez, o copinho plástico derrete em minutos.Nao perco mais meu tempo com essas coisas.",anger,negativo
Adorei .<br><br>Alecrim  tbm  deve  ficar ótimo.. 🥰,neutral,positivo
Só pra entender. Eh um pedaço de barbante ou tem que tirar de dentro da vela?,disgust,neutro
Amei.Vou fazer pq gosto muito de rezar com vela acesa e como  vai me sjudar a relaxar com o perfume que exalar das especiarias,joy,positivo
Mas o plástico usado do copo não derrete com o fogo?,neutral,negativo
Muito bom obrigada por compartilhar!,neutral,positivo
Pode dura horas mesmo???,neutral,negativo
"Mto criativo, parabéns 👏🏻👏🏻👏🏻👏🏻",neutral,positivo
...esperando uma catastrofe com o esperimento da nasa...Dars...e...me resguardar com esta lamparina...obrigada,fear,negativo
"Lindo,só que não funciona",neutral,negativo
Adorei a dica da lamparina perfumada<br>Obrigada 💚💚💚💚💚 Parabéns.,neutral,positivo
"Não deu certo, a tampa afunda",neutral,negativo
A vela afunda no óleo.....,fear,negativo
"A técnica é a mesma pra qualquer fragrância? Trocando o limão, cravo e essência os outros passos continuam os mesmos ? Amei a idéia, parabéns!",anger,negativo
"Aí adorei  ,a vela , assisti  um vídeo  semelhante  num canal  só que preenchia todos  o pote com óleo, .<br>Aí fiquei  com medo   de fazer ,não  sei  se teria  algum  risco  da chama aumentar  já que era só óleo  .<br>A sua vela  usa uma quantidade pequena  de óleo,  Vou fazer  adoro  velas<br>Será que  a erva da Citronela funciona?  Agora  que vai começar  a esquentar  ,começa  a aparecer  moscas e pernilongos  ,  as vela de citronela são boas porém  caras .",neutral,negativo
Será que se por no quarto espanta pernilongo ou não?,neutral,negativo
Achei lindo. Parabéns.  O sal é necessário usar ou vc colocou só para enfeitar? Pode ser pedrinhas ou areia no fundo? Preciso tampar c o fundo do copinho ou pode ser c tampa de massa de tomate? Ou milho etc? Bgda. Deus te  abençoe,neutral,negativo
Vela q não apaga!🤔🤔,joy,negativo
Que ideia genial parabéns 👏👏 vou fazer sim espanta mosquito da dengue vou compartilhar me escrevi dei meu link aguardando sua visita lá no meu canal desde já agradeço 🙏🌟🌻🌟,anger,positivo
"adorei, vou fazer",neutral,positivo
Estranho esse plástico  do copo não pega fogo,neutral,negativo
Maravilhoso,neutral,positivo
Eu fiz com laranja e não deu certo queimou o plastico,disgust,negativo
Esse pavio se acaba? E no caso é só ir repondo o óleo para manter a durabilidade?,neutral,neutro
"Adorei a dica! Vou fazer, amo ambientes perfumados. Obrigada!",neutral,positivo
gostei da idéia vou fa,neutral,positivo
"Lindooo parabéns,  una pergunta, esse pavio tem que ir trocando ?",neutral,negativo
Vou fazer eu adorei!!!,joy,positivo
Pode ser com sal normal?,neutral,neutro
Vou fazer em casa,neutral,positivo
Ja fiz várias  tentativas e nunca deu certo.,neutral,negativo
Gratidão,neutral,positivo
A cada uso tem que trocar o pavio?,neutral,negativo
Adorei a ideia ❤️,neutral,positivo
Cravo deixa a água com aspecto escura.,disgust,negativo
"Tenho uma lamparina de recordação, gostaria de fazer uso dela será que da certo?",neutral,neutro
Obrigado pela dica parabéns pelo canal sucessos pra vc,neutral,positivo
"Eu acho q o copo vai derreter, e bom se colocar a tampa do vidro fica mais seguro",neutral,neutro
Gostei muito parabéns 👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏,neutral,positivo
Essencial alimentícia não serve né?,disgust,negativo
Se não  tive sal grosso,neutral,neutro
Meus netos von adorar 😂obrigada,neutral,positivo
"As rodelas de limão é só pra enfeite ?<br>Se por outra fruta tipo laranja, será que dá certo?",neutral,neutro
Não derrete o copinho!,anger,negativo
E se eu por no lugar da água algum produto com cheiro ou junto com a água ? Da certo será?,fear,negativo
Muito boa essa ideias Parabéns,neutral,positivo
Como faz pra apagar a chama?,neutral,neutro
Dura quanto tempo?,neutral,neutro
Adoro muito suas mensagens kklk,neutral,positivo
quero uma pra afastar muriçoca,neutral,negativo
O sal não vai dissolver?,neutral,negativo
acho gue nao d certo ja fiz do oltro canal tive gue troca todas as horas o pavil,joy,negativo
Adorei a dica parabéns  vou fazer,neutral,positivo
Alguém aí tentou?,neutral,negativo
Vou fazer gratidão,neutral,positivo
muito obrigado ❤,neutral,positivo
nossa que lindo vou fazer pra mim ❤❤,fear,positivo
Hermosos todos. Felicidades.,neutral,positivo
Muito bom!!!!!,neutral,positivo
Que lindo parabéns 👏,neutral,positivo
maravilha parabens,neutral,positivo
Hermosa me gusto super😊,neutral,positivo
Bellísima manualidades. Dios te bendiga mucho.,neutral,positivo
Hermoso!!!,surprise,positivo
Isto que colocou para dar cor é giz de cera?,neutral,neutro
"Muito lindo, vou experimentar. Obrigada",neutral,positivo
Hermosa esas manualidades,neutral,positivo
boa noite essas pedrinhas que você colocou no caldo da vela 🕯 e giz 🖍 muito obrigado me responda por favor ❤❤❤,fear,positivo
Um dos vídeos mais lindos de artesanato que eu já vi. Parabéns 👏🏿👏🏿👏🏿👏🏿👏🏿👏🏿👏🏿👏🏿👏🏿👏🏿👏🏿👏🏿🫶🏾🫶🏾🫶🏾🫶🏾,neutral,positivo
Foarte frumos ❤❤❤❤❤,neutral,positivo
Oque tem na agua  e no outro prato que é vermelho??🌸🌸🌸,fear,negativo
Tradusir para o portugues❤,neutral,neutro
"Que linda amei, vou fazer! Gratidão ❤",neutral,positivo
Eu amei gratidão ❤,neutral,positivo
Muito lindo ❤,neutral,positivo
Muito lindo!!!!,neutral,positivo
"Quanta habilidade, amei.",neutral,positivo
Muito lindo ❤❤❤👏👏👏👏,neutral,positivo
Lindíssimo seu trabalho!!!,surprise,positivo
"🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻💎💎💎💎💎💎💎🌺🌺🌺🌺🌺🌺🌺🌺🌺💓💓💓💓💓💓💓Querida eu sou de Brasília e você,simplesmente deu-me ideias sem gastar dinheiro p renovar minha casa e vida.Que Deus abençoe sua família e,principalmente vc",neutral,positivo
🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻🌺🌺🌺🌺🌺🌺🌺💓💓💓💓Que coisa mais linda.Suas mãos são inspiração de Deus,neutral,positivo
"Que lindos trabalhos, imaginação e trabalho. Parabéns e obrigada ❤❤",neutral,positivo
Lindo trabalho! 🙏,joy,positivo
Olá. Sou do Brasil. <br>Qual cera vc derrete para fazer as pétalas?<br>Que nome de cera? Por favor?,neutral,negativo
Há que trabalhao,neutral,negativo
Muito...vou fazer.para o natal.parabens,neutral,positivo
"Eu gosto de fazer velas, amei essas idéias e vou fazer!",neutral,positivo
"Lindo demais parabéns pelo seu trabalho, amei ❤",neutral,neutro
Parabéns  muito lindo,neutral,positivo
"Que lindo trabalho, parabéns ❤❤",neutral,positivo
Belíssimo.,neutral,positivo
Que hermosura fe vtestividad😮😮,neutral,positivo
Que mãos abençoadas você tem!👐💖Deus as conserve sempre assim.🙏🌹,neutral,positivo
Nossa que linda🎉🎉🎉🎉🎉🎉🎉,neutral,positivo
Belíssimo 👏🇧🇷❤,neutral,positivo
"Lindo trabalho, qual produto que vc usa para colorir ? Como fazer para ficar perfumada?",neutral,positivo
Que lindos trabalhos😍😍😍😍,neutral,positivo
Nossa como tem talento! Parabéns  pelo seu lindo trabalho,neutral,positivo
o que é misturado?,neutral,negativo
Muito lindo! Bela criatividade!❤❤,neutral,positivo
Que trabalho lindo!!! Parabéns!😃👏👏👏👏👏👏,neutral,positivo
Lindo demais seu trabalho parabéns ❤,neutral,neutro
Fazer vela é otimo...só na9 suporto o cheiro dela derretida...parece que to no cemiterio😅,joy,negativo
Lindo adorei parabéns ❤,neutral,positivo
Lindo demais parabéns,neutral,neutro
"Pode também desidratar as flores  com o ferro de passar, colocando em cima de um tecido, outro tecido por cima e passadoas",neutral,negativo
Eu fiz na caixa de leite ficou maravilhosa,neutral,positivo
Belíssimo E muito delicado seu trabalho. Parabéns.,neutral,positivo
Lindíssimo! Delicado...❤👏👏👏👏👏,neutral,positivo
❤trabalho muito lindo❤,neutral,positivo
Lindo trabalho ❤,neutral,positivo
"Lindo amei ,muito bem feito",neutral,positivo
PRELEPO ❤,neutral,positivo
Que coisa mais linda!,joy,neutro
Meu Pai e&#39; outro e ESTÁ VIVO !!! 🙌🏻🙌🏻🙌🏻👎🏻👎🏻👎🏻,neutral,positivo
"Que hermoso, grs por compartir",neutral,positivo
Ficou linda parabéns 🎉🎉🎉🎉🎉,neutral,negativo
"É perigoso fazer dessa forma, a frigideira é raza, qualquer descuido perto do fogo pode dar um incêndio! Pois a vela é combustível e não apagará com água deve se ter o instintor de espuma, pois as labaredas podem ser altas nestes casos. Sempre uma panela funda e temperatura amena.",anger,negativo
"Parabéns, muito lindo seu trabalho,, adorei!!",joy,positivo
Lindooo demais ❤.,neutral,negativo
👏🏼👏🏼👏🏼 Lindo!💜🌟,neutral,positivo
Goste de ver as ideias mais guando está bem explicado como se faz não adianta ficar vendo o vídeo muitas vezes dependendo do que se usa as vezes não é possível encontrar,neutral,neutro
Que pena que não explica falando onde encontrar estes panos para a colagem na vela,neutral,negativo
Maravilhoso....04  01 2024....Brasil.<br>...,neutral,positivo
Hermosas manualidades 👏👏👏👏,neutral,positivo
Q lindo!!! Alguém sabe o que ele utiliza p colorir a cera?,neutral,negativo
Nossa ficou tudo lindos demais . parabéns pela sua criatividade e carinho ao ensinar amei abraços do Brasil dona Lucinha que o Criador te abençoe,fear,positivo
Lindo ❤ Parabéns!,joy,positivo
"Que lindo seus trabalhos, maravilhosos! Amei! Feliz Natal! 🙏💖🧑‍🎄🌲🍁",neutral,positivo
"Fiquei encantada com tanta beleza , nunca imaginei que pudesse haver uma idéia  assim",neutral,positivo
Que pena que no explica medidas o nada,neutral,negativo
Que trabalho magnífico!! Não dá pra escolher um só. Deus abençoe suas mãos e esse seu talento. Amei!,joy,positivo
Amo artesanato.gostei muito da vela decorada com as flores. Excelente artista. Amei!,joy,positivo
PARABÉNS! Para colorir usa velas em cores?<br>Obg!,neutral,negativo
"amei  o  que  vc  fez  grata  por  nos  ensinar,  grata sou  de S.PAULO   BRASIL.",neutral,positivo
"Vc é perfeita no que vc faz, parabéns",neutral,positivo
Parabéns lindo trabalho ❤❤❤,neutral,positivo
Que lindo!!!!!,neutral,positivo
seu trabalho é maravilhoso parabéns...,neutral,positivo
Perfeito lindo trabalho parabéns 👏👏 amei muito Deus abençoe sempre vocês artesãs 🙌😘💕,neutral,positivo
Vou te seguir. Você é uma inspiração,joy,positivo
Ficou tudo muito lindo! Gostava de poder aprender mais com você. ❤Assistindo de Portugal 🇵🇹🇵🇹,neutral,negativo
O que é crayone?,neutral,negativo
Lindo seu trabalho,neutral,positivo
"Gente que coisa mais linda , Parabéns e gratidão por compartilhar essa sabedoria ,muito grata❤já sou sua fã 😘",joy,positivo
Verdaderamente maravilloso!!❤❤❤👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻,neutral,positivo
O que é  isso que dá a cor?,neutral,neutro
Que linda amei ❤️❤️,neutral,positivo
AMEIIIII as ideias!! Parabéns 🌸🌺🌻,neutral,negativo
"MARAVILHA!!!....<br>Sutileza, leveza, extraordinária técnica e criatividade....<br>Parabéns por sua capacidade , dom  e obras de arte.<br>Vc é  um instrumento criado por Deus,  capaz de vibrar em todas escalas de emoção. O Universo tem na  sua estrutura  uma linda variedade interessante e humana :&quot; você.&quot;<br>Prossiga sua jornada, trilhando caminhos certos e altaneiros com a certeza de que produzirá a<br>Obra-prima .❤❤❤<br>😘🥰👏👏👏🌿🍀 <br>Voe como a  águia,<br>com determinação e objetividade.<br>Tenha FOCO no percurso e no alvo.<br>Nunca como Ícaro, asas de penas e cera que derreteram com o calor do sol , perdendo  a vida pela emoção de voar...<br>AVANTE... Você  é excelente!<br>🦅🍀🌿👏👏👏🙌😂🥰❤️ Veralucia",neutral,positivo
Estou encantada gratidão,neutral,positivo
Lindos,neutral,positivo
Parabens ficou linda gostei deus abençoe grandimente com muita saude paz e alegria,neutral,positivo
Parabéns pela arte show amei ❤,joy,positivo
Lindo trabalho estou encantada Deus abençoe seu dom,neutral,positivo
Maravilhosas ideias. Parabéns pela beleza e capricho nas peças. Amei!,anger,positivo
Maravilhoso !!!parabéns ❤,neutral,positivo
Parabéns amei seu trabalho,neutral,neutro
Nao fala nada o q é  isso rosa q usa pra da cor,neutral,negativo
Estou amando seus vídeos já assistir vários agora pela manhã então mim inscrevi no seu canal .,fear,negativo
Asombroso..!!!,surprise,negativo
"Lindicimo,<br>Parabéns",neutral,negativo
Hermoso..,neutral,positivo
Hermoso ❤,neutral,positivo
Maravilhoso parabéns bjs Londres 👏👏👏👏👏👏👏🌹🌹🌹🌹🌹🌹💯💯,neutral,positivo
Amei essa ideia da embalagem de suco vou fazer o mesmo pra fazer minhas velas pq as embalagens de silicone gente está muito caro e pequena demais as mais baratas gostei top.❤,neutral,negativo
"Que utiliza para dar color?ceras,tizas?",neutral,neutro
Maravilhosas  dicas Obrigada.,neutral,positivo
"Adorei <br>Arrasou.<br>Fácil, prático  e lindo",anger,positivo
Ficou lindo 👏,neutral,positivo
Simplesmente fantástico o seu trabalho obra de arte obra de parabéns o ser humano é muito abençoado e dotado de inteligência e capaz de coisas extraordinária nunca algo incrível em se tratando de artesanato 👏👏👏👏❤️❤️❤️❤️ que Deus abençoe grandemente um xero no ❤️❤️🤗,fear,positivo
Parabéns pelo seu trabalho artesanal.,neutral,positivo
"Parabéns, muito lindo! <br>Criatividade  e , simplesmente divina ❤",neutral,positivo
Lindo trabalho,neutral,positivo
❤hermoso lindo,neutral,positivo
Incrível seu trabalho! Parabens. Boa noite.,disgust,positivo
"Linda está vela!  Amei o jeito de fazer ,o resultado ficou lindo.",neutral,negativo
Boa noite e muito limdo o seu trabalho parabéns eu gostaria de saber si estás flores e atificial ou dessa gue agemte comora si pode fazer de ava porfavor mim respomda  obrigada,neutral,positivo
Estas flores e artificial ou dessa gue agente compra pode fazer de Eva muito lindo o seu trabalho parabéns,neutral,negativo
Lindo trabalho parabéns ❤,neutral,positivo
Mto lindos os trabalhos 👏👏❤🌹,neutral,positivo
Maravilhosa parabéns,neutral,positivo
Ficou lindissimo..amei,neutral,positivo
"Derreter parafina no fogo, irresponsável você né, Parafina é atualmente inflamável, meu deus 🤦🏼‍♀️",anger,negativo
Lindo lindo lindo  amei   .,neutral,positivo
Fiquei apaixonada… lindo demais!!!!!,surprise,positivo
"Amei o seus trabalhos, lindos!❤😊",neutral,positivo
Muito legal mas qua to tempo devo deixar as flores prensadas ?,neutral,negativo
Tudo muito lindo!,neutral,positivo
Hermosa 🤩,neutral,positivo
Nossa d ++ muitaaa ciatividade❤❤❤,neutral,positivo
Linda de mais,neutral,negativo
👏👏gratidão! Amei !❤️😘,anger,positivo
excelente idea,neutral,positivo
Gente alguém pode me dizer o que é aquilo rosa que ela colocou? Pode colocar qual tipo de essência?,neutral,negativo
Muito lindo!! Parabéns!!❤,neutral,positivo
"Gostei de todas,mas a de decoupagem com o papai Noel eu amei.",neutral,neutro
Estou apaixonada 😍,neutral,positivo
Todo todo Super 🎉,neutral,positivo
Maravilhoso trabalho,neutral,positivo
Seria importante fazer a tradução para português,neutral,neutro
Maria S da Silva Serra Talhada P.E.<br>Essa ideia é maravilhosa nota 10 pra você. <br>Eu vou fazer.,neutral,positivo
"Muy linda la vela, hermosa, PERO USTED PARECE QUE FUERA MUDA, ¿ES ASÍ?NO TIENE NADA DE PEDAGOGÍA, NO, SABE ENSEÑAR, NO EXPLICA PASO A PASO LO QUE HAY QUE HACER,",neutral,negativo
Que hermosos!,neutral,positivo
"Obrigada, parabéns.tudo lindo❤",neutral,positivo
Muito lindo seus trabalhos! Gostei demais! Parabéns e sucesso sempre!❤❤👏🏼🤩🥰,neutral,positivo
"Amei,gosto muito de coisas artesanais e essas idéias são lindas. Parabéns!",neutral,positivo
Muito lindo todos seus artesanato  parabens👏👏👏👏👏👏👏👏🏆🏆❤❤,neutral,positivo
Lindo demais,neutral,neutro
"❤Que delicadeza de trabalho,  lindíssimo!!!",neutral,positivo
Sempre derreter vela em banho Maria e muito perigoso pegar fogo 🔥 na parafina,fear,negativo
Qué lindo todo! Gracias por compartirlo❤,neutral,positivo
Que maravilha! ❤❤❤❤,neutral,positivo
Lindo pena que não passa os materiais👏👏👏👏👏😍,neutral,negativo
"No explica nada de nada de cómo o qué cosas utiliza.... Es bueno pero incompleto, que pena de video",neutral,negativo
Lindo! Parabéns 👏🏼👏🏼👏🏼😍,neutral,positivo
Excelentes ideias!,surprise,positivo
Magnífico trabalho! Parabéns,joy,positivo
Maravilha 😍,neutral,positivo
Hermoso todo 😍,neutral,positivo
Maravilhoso ótimo parabéns,fear,positivo
Lindo! Parabéns que Deus á abençoe... Brasil,joy,positivo
Amei as ideias ❤️👏👏👏,neutral,positivo
Lindo trabalho 😍,neutral,positivo
Lindo trabalho<br>Gratidão 🙏🙏,neutral,positivo
Maravilha parabéns,neutral,positivo
Bom Dia .o qui é isto qui você colocar pra dá a cor 🤔👍,neutral,positivo
Amei muito linda vou tentar fazer,neutral,positivo
Hermosos,neutral,positivo
Muito… muito… muito lindo! Amei .😍🌷,neutral,positivo
Mas cuidado assim.pega fogo melhor derreter  no banho Maria,fear,neutro
Mui lindo! 😍😍😍,neutral,positivo
"Sensacional, adorei isso 👏👏👏👏",neutral,positivo
Maravilha. Adorei as dicas!!!,surprise,positivo
Parabéns pela criatividade!!! Amei! Ficaram lindos!,joy,positivo
Muito lindoo e prático,neutral,neutro
"Depois de uma noite de muita ansiedade  precisava ver um vídeo assim e já quero fazer para arrumar minha casa e sei que mim fará muito bem, muito obrigado Deus te abençoe.",anger,positivo
Maravilhoso trabalho. Amei,neutral,positivo
Lindo trabalho!,joy,positivo
Parabéns! Linda. Lindo seu trabalho.👏👏🌻😍,joy,positivo
Amei.Lindo de mais.,neutral,negativo
Pelo amor de Deus derreter as velas em  uma panela com bico,neutral,positivo
"Para aderir uma foto na vela, o secador é ar quente ou frio?",neutral,neutro
Como o ser humano é muito inteligente parabéns 👏👏👏,neutral,positivo
Que lindas. Vc usou foi giz de cera para dar cor a cera derretida? 🇧🇷,neutral,negativo
Muito lindo ❤️👏👏👏👏👍👍👍 parabéns 👏👏👏👏,neutral,positivo
Parabens. Deus abencoe. Agradecida por compartilhar .,neutral,positivo
Que lindo trabalho. Parabéns,neutral,positivo
"Que trabalho lindo,mas  é o que que põe pra ficar com a cor deferente ?",disgust,neutro
Amei. Parabéns,neutral,neutro
"Bom trabalho, já fiz muitas velas e recomendo uma panela de alumínio mais funda, fogo baixo; o mesmo vale para velas flutuantes.",neutral,positivo
Achei muito doido cozinhar a parafina em uma frigideira.  Ingrediente extremamente inflamável.,disgust,negativo
Lindo trabalho 👏👏👏😍,neutral,positivo
Amei! Parabéns ❤,joy,positivo
A vela ficou linda,neutral,negativo
Olá amigo você faz um lindo trabalho maravilhoso,neutral,positivo
"Q linda ideia,  parabéns  é de mais",neutral,neutro
Lindo trabalho! Parabéns!,joy,positivo
"Hoje estou decidida  a aprender  fazer Velas decorativas sai a procura de videos e o primeiro que encontrei foi esse e já me deixou alucinada com tanta beleza e facilidade pra eu entusiasmar mais, pois amei aprender como fazer lindas velas!Já me inscrevi,  pois agora sou sua fã!👏👏😘",anger,positivo
"Lindo os seus trabalhos, coisas simples e de muito bom gosto.",neutral,positivo
Muita criatividade  .Amei 😍,neutral,neutro
Me ha gustado mucho,neutral,positivo
Vc é demais!!! Que maravilhoso!!!! Parabéns!!!,surprise,positivo
Muito lindos parabéns amei seu trabalho,neutral,negativo
"Eu amei parabéns, gostaria que tivesse tradução em português, sou zildeny moradora de Macapá Amapá Brasil 💋🥰🤩👏 👏👏👍",neutral,negativo
trabalho lindo.,neutral,positivo
Adoravel. Delicado. Gostei muito. Parabens,neutral,positivo
Lindooo trabalho perfeito ♥️🌹 amei!!!!!,joy,positivo
NÃO  FAÇA  DESTA FORMA <br>VELA NÃO SE PODE POR DIRETO AO FOGO <br>E SUPER PERIGOSO ---<br>A IDÉIA  E BOA <br>PERIGOSA MAIS BOA ----<br>O FUNDO MÚSICAL E PÉSSIMO <br>SUPER ALTO,neutral,negativo
Muito bom conteúdo,neutral,positivo
Lindo parabéns  gostei,neutral,positivo
Belíssimo trabalho!<br>Parabéns!!,joy,positivo
You tube voce Obrigada voce está fazer trabalhada veha 🌹🕯🌹🍁🌼🌺veha 🥀🕯 🥀🍁🌼 🌺😲😃😍👍👏❤💋linda ❤ Parabéns 👏👏muito bem oi eu surda Débora tchau 👋,fear,positivo
Parabens pelo seu taleto maravilhoso,neutral,positivo
Lindo ❤,neutral,positivo
"Ficou muito bonito mesmo, adorei o seu trabalho, que Deus te abençoe.",neutral,positivo
Lindo demais parabéns,neutral,neutro
Lindo demais,neutral,neutro
O que você põe pra colorir?,disgust,negativo
Lindíssimo!,surprise,positivo
Que Linda 👏,neutral,positivo
PERO. . QUE HERMOSA BELLEZA DE CIRIO. 🥰🕯️🥰😍‼️,neutral,neutro
Linda mesmo ❤️🤗,neutral,positivo
"Belo trabalho, lindo",neutral,positivo
Maravilhoso 😊,neutral,positivo
"Fogo brando pessoal, parafina é inflamável...",joy,negativo
Eu gostei  muito  da  ideia  da frores,neutral,positivo
Parabéns que trabalho maravilhoso que lindo eu  amei será que eu consego fazer Deus abençoe você está mão abençoada por Deus que Deus abençoe você hoje e sempre,neutral,positivo
Muito boas ideias mais só vale em português pois esses tudinho riscos é amarelo que você colocou na vela derretida não sei o que é por favor coloque em português,disgust,negativo
Que lindo que ficou.,neutral,positivo
🌟 brilhou Deus te abençoe 🙏,neutral,positivo
Uauuuuuu você é Fantástica que perfeição muito lindos maravilhoso Parabéns cada ideia linda adorei tudo. 👏👏👏👏🥰💐💐💐💐💐💐💐,neutral,positivo
"Que obra de arte. Parabéns, maravilhoso seu trabalho. 🥰🥰🙏🇧🇷🇧🇷",neutral,positivo
Lindoooo😧😯😯😯😯😯😯😲😲😲 felicidades 👏👏👏👏,neutral,positivo
Fantástico!🇧🇷Pena que não tem a descrição do material usado.😭,neutral,positivo
"Estou encantada,todos muito perfeito 😍🥰❣️",neutral,positivo
Que lindo seu trabalho!,neutral,positivo
Linda obra de arte 👏,neutral,positivo
Lindo demais,neutral,neutro
Que incrivél este tb feito com os dedos e á cera da vela perfeito maaravilhosos e lindos 😮👏😍❤,fear,positivo
"Vídeo dinâmico com idéias lindas, adorei !!!",joy,positivo
"Quanta ideia 💡 💡 💡 bacana.<br>Vou dar um up nas minhas velas.<br>Gratidão, por compartilhar conosco! ♥️ 🌹💯",joy,positivo
Traduza para o português.,neutral,positivo
"Eu ❤️ parabéns, seu trabalho é muito lindo, gostaria muito de aprender essa arte de velas e flores",neutral,positivo
lindo!! parabéns,neutral,positivo
Que lindo 👏👏👏👏,neutral,positivo
Ficou  maravilhoso  parabéns 👏🏼👏🏼👏🏼,neutral,positivo
"Que trabalho incrível, parabéns",neutral,negativo
Boa tarde amada parabéns pelo seu trabalho 👏👏👏,neutral,positivo
Ficou muito lindo 😍,neutral,positivo
Magnífico amei a ideia.💝,neutral,positivo
Hermoso!!,surprise,positivo
Parabéns por usar a criatividade e a capacidade que Deus da sos será humano . Uns a desenvolvem enquanto outros a desprezam . Parabéns minha linda 🤩. Um grande abraço 🤗,fear,positivo
